time,cpu_usage,latency,level,memory,response_time
1614276292,9.906976744186046,99.75999999999999,1,14.720930232558139,344
1614276297,9.329113924050633,45.82,1,24.9873417721519,158
1614276303,4.90625,74.24,1,21.71875,256
1614276308,12.496503496503497,82.94,1,12.48951048951049,286
1614276313,8.688172043010752,107.88,1,9.064516129032258,372
1614276318,13.26797385620915,88.74,1,13.803921568627452,306
1614276323,7.577319587628866,112.52,1,11.731958762886599,388
1614276328,9.623188405797102,80.03999999999999,1,20.869565217391305,276
1614276333,12.816793893129772,75.97999999999999,1,15.450381679389313,262
1614276338,5.840909090909091,102.08,1,9.522727272727273,352
1614276343,7.26797385620915,88.74,1,16.80392156862745,306
1614276348,6.378378378378379,85.83999999999999,1,12.135135135135135,296
1614276353,6.03030303030303,95.69999999999999,1,10.090909090909092,330
1614276358,9.05050505050505,57.419999999999995,1,25.151515151515152,198
1614276363,8.329113924050633,45.82,1,28.9873417721519,158
1614276368,7.181347150259067,55.97,1,21.5440414507772,193
1614276373,13.367003367003367,86.13,1,20.1010101010101,297
1614276378,9.690036900369003,78.58999999999999,1,17.070110701107012,271
1614276383,4.5188916876574305,115.13,1,8.556675062972293,397
1614276388,10.246376811594203,40.019999999999996,1,25.73913043478261,138
1614276393,10.5662100456621,63.51,1,16.698630136986303,219
1614276398,12.620689655172415,33.64,1,29.862068965517242,116
1614276403,6.219409282700422,68.72999999999999,1,21.658227848101266,237
1614276408,14.8125,37.12,1,27.4375,128
1614276413,8.754820936639119,105.27,1,10.264462809917354,363
1614276418,10.52112676056338,82.36,1,16.56338028169014,284
1614276423,3.6666666666666665,108.74999999999999,1,17.0,375
1614276428,14.545454545454547,63.8,1,20.636363636363637,220
1614276433,10.666666666666666,108.74999999999999,1,17.0,375
1614276438,9.278688524590164,88.44999999999999,1,10.836065573770492,305
1614276443,15.620689655172415,33.64,1,35.86206896551724,116
1614276448,16.41025641025641,45.239999999999995,1,23.23076923076923,156
1614276453,8.311258278145695,87.58,1,19.933774834437088,302
1614276458,10.590673575129534,111.94,1,9.7720207253886,386
1614276463,8.690036900369003,78.58999999999999,1,16.070110701107012,271
1614276468,4.808988764044944,103.24,1,16.426966292134832,356
1614276473,13.849557522123893,32.769999999999996,1,32.54867256637168,113
1614276478,16.46268656716418,38.86,1,29.388059701492537,134
1614276483,5.710027100271002,107.00999999999999,1,15.130081300813009,369
1614276488,4.460207612456747,83.80999999999999,1,12.380622837370241,289
1614276493,13.928571428571429,32.48,1,29.785714285714285,112
1614276498,16.25925925925926,31.319999999999997,1,28.77777777777778,108
1614276503,7.525252525252525,114.83999999999999,1,8.575757575757576,396
1614276508,9.878048780487806,59.449999999999996,1,16.634146341463413,205
1614276513,12.936507936507937,36.54,1,28.80952380952381,126
1614276518,12.164556962025316,91.64,1,18.49367088607595,316
1614276523,10.604166666666666,111.35999999999999,1,17.8125,384
1614276528,11.702702702702702,107.3,1,13.108108108108109,370
1614276533,9.34448160535117,86.71,1,14.033444816053512,299
1614276538,12.407407407407408,39.15,1,30.22222222222222,135
1614276543,7.739336492890995,61.19,1,21.218009478672986,211
1614276548,10.012048192771084,96.27999999999999,1,14.036144578313253,332
1614276553,7.944444444444445,41.76,1,30.833333333333332,144
1614276558,9.444444444444445,65.25,1,16.333333333333336,225
1614276563,10.91545189504373,99.47,1,10.746355685131196,343
1614276568,10.19672131147541,35.379999999999995,1,26.59016393442623,122
1614276573,17.352941176470587,39.44,1,31.058823529411764,136
1614276578,10.832861189801699,102.36999999999999,1,14.498583569405099,353
1614276583,4.322259136212624,87.28999999999999,1,15.966777408637874,301
1614276588,8.703703703703704,78.3,1,12.11111111111111,270
1614276593,8.976190476190476,97.44,1,18.92857142857143,336
1614276598,5.840909090909091,102.08,1,14.522727272727273,352
1614276604,19.0,28.999999999999996,1,40.0,100
1614276609,6.25531914893617,68.14999999999999,1,20.76595744680851,235
1614276614,8.703703703703704,78.3,1,18.11111111111111,270
1614276619,10.577319587628866,112.52,1,12.731958762886599,388
1614276624,12.215434083601286,90.19,1,16.646302250803856,311
1614276629,10.5,115.99999999999999,1,12.5,400
1614276634,9.219409282700422,68.72999999999999,1,13.658227848101266,237
1614276639,6.291005291005291,54.809999999999995,1,23.873015873015873,189
1614276644,13.115264797507788,93.08999999999999,1,12.345794392523365,321
1614276649,4.604166666666666,111.35999999999999,1,16.8125,384
1614276653,12.555555555555555,52.199999999999996,1,24.666666666666668,180
1614276658,6.081632653061225,71.05,1,16.244897959183675,245
1614276663,7.5188916876574305,115.13,1,12.556675062972293,397
1614276668,7.25531914893617,68.14999999999999,1,22.76595744680851,235
1614276673,12.754820936639119,105.27,1,11.264462809917354,363
1614276678,10.347826086956522,66.69999999999999,1,18.043478260869563,230
1614276683,13.636363636363637,79.75,1,20.909090909090907,275
1614276688,7.105590062111801,93.38,1,11.316770186335404,322
1614276693,9.531645569620252,114.55,1,16.594936708860757,395
1614276698,9.41296928327645,84.97,1,16.238907849829353,293
1614276703,10.115264797507788,93.08999999999999,1,16.345794392523366,321
1614276708,11.597122302158272,80.61999999999999,1,18.79136690647482,278
1614276713,7.62962962962963,62.63999999999999,1,16.88888888888889,216
1614276718,13.278688524590164,88.44999999999999,1,15.836065573770492,305
1614276723,4.289473684210526,88.16,1,11.868421052631579,304
1614276728,12.184713375796179,91.05999999999999,1,19.554140127388536,314
1614276733,9.98406374501992,72.78999999999999,1,19.95219123505976,251
1614276738,12.424778761061948,65.53999999999999,1,17.27433628318584,226
1614276743,8.846153846153847,75.39999999999999,1,21.53846153846154,260
1614276748,11.493506493506494,44.66,1,24.48051948051948,154
1614276753,5.67379679144385,108.46,1,13.02139037433155,374
1614276758,14.299270072992702,39.73,1,28.8978102189781,137
1614276763,18.620689655172413,33.64,1,29.862068965517242,116
1614276768,8.3003300330033,87.86999999999999,1,18.900990099009903,303
1614276773,11.717391304347826,106.72,1,11.152173913043478,368
1614276778,14.369426751592357,45.529999999999994,1,20.10828025477707,157
1614276783,10.201680672268907,69.02,1,15.605042016806722,238
1614276788,6.347593582887701,54.23,1,22.0427807486631,187
1614276793,6.546099290780141,81.78,1,18.638297872340424,282
1614276798,7.434782608695652,53.36,1,20.304347826086957,184
1614276803,7.645502645502646,109.61999999999999,1,14.936507936507937,378
1614276808,10.508771929824562,82.64999999999999,1,18.526315789473685,285
1614276813,4.773584905660377,76.85,1,14.320754716981131,265
1614276818,11.128205128205128,56.55,1,23.384615384615387,195
1614276823,13.128205128205128,56.55,1,22.384615384615387,195
1614276828,8.289473684210526,88.16,1,17.86842105263158,304
1614276833,8.545454545454547,63.8,1,22.636363636363637,220
1614276838,11.448275862068964,84.1,1,17.344827586206897,290
1614276843,10.030303030303031,95.69999999999999,1,13.090909090909092,330
1614276848,5.745318352059925,77.42999999999999,1,21.235955056179776,267
1614276853,12.264462809917354,35.089999999999996,1,33.79338842975207,121
1614276858,14.154639175257731,56.26,1,25.463917525773198,194
1614276863,6.555555555555555,52.199999999999996,1,19.666666666666668,180
1614276868,11.906976744186046,99.75999999999999,1,17.72093023255814,344
1614276873,5.03951367781155,95.41,1,16.118541033434653,329
1614276878,12.91715976331361,49.01,1,27.75147928994083,169
1614276883,9.944444444444445,41.76,1,30.833333333333332,144
1614276888,14.424778761061948,65.53999999999999,1,16.27433628318584,226
1614276893,9.578947368421051,44.08,1,23.736842105263158,152
1614276899,7.181347150259067,55.97,1,21.5440414507772,193
1614276904,4.610966057441253,111.07,1,16.83289817232376,383
1614276909,10.448275862068964,84.1,1,18.344827586206897,290
1614276914,11.608294930875577,62.92999999999999,1,20.824884792626726,217
1614276919,7.225806451612903,89.89999999999999,1,15.67741935483871,310
1614276924,12.367003367003367,86.13,1,13.1010101010101,297
1614276929,12.847953216374268,49.589999999999996,1,26.54385964912281,171
1614276934,9.064516129032258,35.96,1,32.193548387096776,124
1614276939,9.846153846153847,75.39999999999999,1,15.538461538461538,260
1614276944,8.91715976331361,49.01,1,21.75147928994083,169
1614276949,9.777777777777779,104.39999999999999,1,12.333333333333334,360
1614276954,14.608294930875577,62.92999999999999,1,16.824884792626726,217
1614276959,8.714285714285715,50.75,1,20.142857142857142,175
1614276964,4.638522427440633,109.91,1,13.915567282321899,379
1614276969,9.389830508474576,85.55,1,15.169491525423728,295
1614276974,11.3003300330033,87.86999999999999,1,16.900990099009903,303
